투수명,연도,K/9,BB/9,HR/9,FIP*,ERA*,RA9*,보정FIP,보정피안타,PAI(100),시뮬_안타,시뮬_아웃,시뮬_피안타율
김도규,2021,8.36,4.71,0.64,102.56221675371675,69.26125099441711,73.55628266331979,113.7332894090885,95.33547516528722,108.21394513594811,260,740,0.26
김도규,2022,7.94,3.35,0.35,112.5771930681193,100.84270720002975,91.27445856724677,122.48204939436035,98.76456769638759,115.36680488496852,255,745,0.255
김도규,2023,8.01,4.01,0.31,101.40467015921656,74.11571731232551,82.97451902657981,116.67970358724617,100.94493410856656,111.95927274364229,262,738,0.262
김도완,1996,5.27,6.37,0.66,66.30900381504613,71.6393416238167,51.42034030222585,73.81824848951103,88.44260558168509,78.20555561716324,317,683,0.317
김도현,2019,3.55,4.97,0.47,72.01751271733943,86.34873752532891,90.27957784573037,81.59477099481404,89.46501853954439,83.95584525823314,295,705,0.295
김도현,2020,5.75,6.17,1.26,71.38978810096435,66.18393670602393,71.08141885813374,75.27039096823034,91.2991661190022,80.07902351346189,333,667,0.333
김도현,2021,4.5,7.62,0.69,60.38719487139539,50.227519349910196,55.31445980803209,70.18412224378248,81.87815864669456,73.6923331646561,359,641,0.359
김도현,2022,9.71,4.41,1.76,61.03132657290691,44.185981117478626,49.490120015146076,74.05748475381749,67.31611078281345,72.03507256251628,346,654,0.346
김도현,2024,7.08,3.72,1.08,88.52917834130132,96.08612958526118,97.20619340155216,91.69425253796592,92.3837772778436,91.90110995992922,318,682,0.318
김도형,1990,3.52,3.13,1.17,73.96654158675365,57.06992443267141,60.92020147223561,85.37383408841487,83.03131771886207,84.67107917754902,299,701,0.299
김도형,1991,4.5,0.9,1.8,67.84028669987616,73.84134503461476,59.20960550335358,81.28405732189309,82.01622564576809,81.50370781905559,335,665,0.335
김동수B,1991,4.05,5.79,1.74,58.07543207660321,68.94170735455164,66.31326554338764,64.88684482312631,94.80958990038525,73.86366834630398,327,673,0.327
김동우,2021,5.4,9.0,1.8,47.1565619247372,33.77506084283764,31.886268096471817,57.49337458760188,62.284673834784215,58.93076436175657,415,585,0.415
김동주B,2022,7.22,5.0,2.78,45.682006762860574,44.79032779778436,50.16701320576156,54.927968054339,81.72832158941053,62.96807411486046,365,635,0.365
김동주B,2023,6.8,4.03,0.58,92.40741275704643,95.20570357723525,103.71139636914222,97.10284184863968,100.2803854969236,98.05610494312485,293,707,0.293
김동주B,2024,6.3,3.78,1.08,82.7340443620723,65.5128471582335,60.096073480244996,90.45456924017039,86.3337046482833,89.21830986260426,346,654,0.346
김동철,1982,1.84,5.03,1.45,73.12890699537222,61.91034977263508,66.62841581006185,64.71368453831255,77.41706373744461,68.52469829805216,359,641,0.359
김동혁,2021,3.29,3.73,0.55,86.30443424461826,83.71069630702718,84.97114888100131,88.79368113914413,87.29317011136605,88.3435278308107,307,693,0.307
김동혁,2022,6.18,3.78,0.0,111.11565972514103,73.19688337681164,81.98352625512028,130.70469141300325,88.9567830591102,118.18031890683532,213,787,0.213
김동혁,2023,5.52,4.14,0.23,84.1951594319922,48.98088244856122,53.2246666252924,94.30294721367014,82.335148371784,90.71260756110429,290,710,0.29
김동혁,2024,3.67,4.07,2.85,47.52552154754233,60.24063885938879,54.1531056960878,56.41950415124104,87.98687619111388,65.88971576320289,391,609,0.391
김동현,1989,3.99,3.37,0.37,101.98902794049823,93.199659481705,95.59292520477118,106.24786665011588,96.42210034200713,103.30013675768325,247,753,0.247
김동현,1990,4.39,3.81,1.37,81.65640813890914,89.94232677676499,96.29941401786523,77.55195216284346,97.31849363163361,83.4819146034805,297,703,0.297
김동현,1991,3.56,2.51,0.53,122.36515580143754,116.94421548027995,114.8364847929286,113.58042004456227,99.47183452290663,109.34784438806558,261,739,0.261
김동현,1992,7.07,1.49,0.37,153.02003867082004,90.55205781427331,93.10782893943346,181.31094913590155,88.69555583094372,153.5263311444142,156,844,0.156
김동호A,1997,3.82,5.73,0.82,63.58986164699759,62.85580909313851,69.99172740478764,70.92062372300757,94.5354984692828,78.00508614689014,338,662,0.338
김동호A,1998,6.35,3.73,0.37,90.25660495503631,51.13489996810283,57.30924256571342,105.68214501673758,86.61222878173719,99.96117014623745,279,721,0.279
김동호A,1999,5.16,3.69,1.92,71.91468963148215,61.10809227363141,59.89399580804076,76.21889635228533,81.54211399160265,77.81586164408051,368,632,0.368
김동호B,2016,5.73,3.82,1.36,76.34782613228371,60.354553592759096,65.9944021814649,85.85015460525429,82.0829065914736,84.71998020112008,296,704,0.296
김동호B,2017,4.0,5.25,0.25,81.89833311647543,66.23517081136256,71.89749642120775,91.15207852362373,79.31384250410807,87.60060771776902,350,650,0.35
김락기,1989,3.17,3.58,0.5,97.02103726638644,145.38047148813695,141.48250247083428,93.18484191897748,108.90076513981359,97.8996188852283,291,709,0.291
김락기,1990,4.41,4.33,1.55,76.27969078100884,71.59011640803513,77.10757071586404,72.144645287892,84.89119335923394,75.96860970929458,332,668,0.332
김력,1990,3.21,1.93,0.0,126.83535354330988,245.55402629096358,279.5655467026933,154.39242882949952,105.94831482801861,139.85919462905525,152,848,0.152
김명성B,2011,3.75,2.5,3.75,39.60222626923519,36.30237868579395,40.21366184766789,48.01415974668937,66.39545711218086,53.52854895633681,387,613,0.387
김명성B,2013,7.36,5.73,0.0,96.33774307544213,86.1853516556127,93.52324901935837,117.69523848175223,141.71306609170173,124.90058676473707,217,783,0.217
김명성B,2015,5.26,5.79,1.05,66.70945590768424,52.022245757903605,56.90541653736705,80.38506158802417,75.93723734908292,79.0507143163418,355,645,0.355
김명신,2017,7.58,2.39,0.4,113.07442544490728,100.74017272928234,104.60821197374425,127.77556923839698,91.15354151484433,116.78896092133118,243,757,0.243
김명신,2020,6.56,2.38,1.79,64.63220370302146,110.89959629305127,121.53312453886574,78.6439897958479,84.5165404167871,80.40575498212965,332,668,0.332
김명신,2021,5.78,1.88,0.81,101.23603109948203,95.72154535104613,91.19922296760357,109.26877138723145,91.6422062261126,103.98080183889579,250,750,0.25
김명신,2022,6.93,2.84,0.57,104.73367875066367,106.58306891778577,115.76960976253626,110.51241953550549,99.84638741935672,107.31260990066085,244,756,0.244
김명신,2023,7.41,3.08,0.34,114.76291850092419,107.98291190252881,113.79689528542993,120.59428126813134,102.61068456629887,115.19920225758159,236,764,0.236
김명신,2024,6.99,2.24,2.24,67.67333211776229,45.99090047826936,51.057023766753424,76.98905064777769,66.73269117127218,73.91214280482603,386,614,0.386
김명제,2005,5.64,4.12,1.01,88.54374402705493,92.40261425383669,98.25805344491152,87.29445736573534,105.80918020217975,92.84887421666866,253,747,0.253
김명제,2006,5.43,3.97,0.81,88.41716484242966,83.10038564381546,82.20270101173556,85.57383580554144,96.53506530249933,88.8622046546288,270,730,0.27
김명제,2007,4.84,3.07,0.84,95.39845280703386,80.94014016878953,82.78720342910397,91.05727520470904,87.9514102649723,90.12551572278801,280,720,0.28
김명제,2008,4.78,2.68,1.05,91.47376899065571,110.56946450513442,109.68998361259693,89.07773558441976,106.98817510452098,94.45086744045011,275,725,0.275
김명제,2009,3.36,3.93,2.24,56.68508306687866,46.019448035187985,45.99925322650412,64.27450885346445,83.85969696765873,70.15006528772274,350,650,0.35
김명찬,2016,6.92,2.77,0.69,97.17348166798719,88.39726791067118,96.65757599008113,117.469705417038,87.37752016365414,108.44204984102284,263,737,0.263
김명찬,2020,12.07,13.17,2.2,43.20139682321072,63.362254002321,59.531654458677664,52.067197660844556,80.15001421844562,60.49204262812487,401,599,0.401
김문희,1982,1.78,3.06,0.99,96.60583324094328,103.94414458324924,98.33481202337875,87.14412146616078,82.77911305902362,85.83461894401962,294,706,0.294
김문희,1983,2.67,3.08,0.7,105.89571856556499,108.00040235014474,113.57173801601104,92.84632092472079,92.30074436817841,92.68264795775806,298,702,0.298
김문희,1984,1.93,3.53,1.12,67.0746760464438,62.05219038310548,61.906463773681615,69.00759338594344,74.5618202608548,70.67386144841684,340,660,0.34
김민,2018,6.06,6.06,0.97,72.9429254292362,92.08595495025685,80.71599606620869,81.12672624810776,99.90759436186572,86.76098668223514,310,690,0.31
김민,2019,5.45,3.89,0.96,90.44949196379184,90.38167143817573,94.07767811061348,84.21247147359618,87.82899671921788,85.29742904728269,304,696,0.304
김민,2020,6.82,6.18,1.28,68.67981500587831,65.9862835405838,64.06012926131699,75.74107580786516,97.3202194433274,82.21481889850382,318,682,0.318
김민,2023,6.83,4.97,0.93,68.40229945855859,53.508825720939996,50.69987727941531,77.54926568370436,78.23621241388132,77.75534970275746,316,684,0.316
김민,2024,8.99,3.15,0.58,131.07831119653758,109.98499699264342,118.89446517765678,135.48018617286016,95.2652023466288,123.41569102499074,239,761,0.239
김민국,1994,6.69,2.23,0.74,75.68372647086835,26.633235083995476,26.728352770180813,90.80953082848848,61.65523109757812,82.06324090921537,319,681,0.319
김민국,1995,2.96,4.74,0.59,58.32227690895785,30.34732441077628,34.31279552708721,68.83814313456945,81.18841968316747,72.54322609914885,320,680,0.32
김민국,1996,7.74,3.63,0.48,97.69381393286045,106.1961110719141,119.6863537839205,108.76664551297023,83.41421285717826,101.16091571623262,290,710,0.29
김민국,1997,4.1,5.02,1.06,69.68352370574398,59.3764973475786,59.2396836298804,72.66124821476863,75.58710098603969,73.53900404614994,336,664,0.336
김민규A,2020,9.15,3.73,0.51,121.11348902900971,87.51542212595193,92.71618548456432,134.49766945583198,111.69355570327436,127.65643533006468,204,796,0.204
김민규A,2021,6.26,4.49,1.44,70.83163690448819,66.96314769955484,70.0635473100203,77.43075474190594,88.58891014510033,80.77820136286425,322,678,0.322
김민규A,2023,5.56,4.44,0.0,75.494722720839,77.41115644167026,69.36311909640068,93.42441047454722,126.8393744839946,103.44889967738143,243,757,0.243
김민규A,2024,6.84,6.84,1.44,59.102203287990164,96.69507740402338,92.0416649095369,69.2587597463426,107.0984783713057,80.61067533383152,374,626,0.374
김민규B,2024,2.95,4.43,0.0,86.43586741138574,69.58081849697574,77.24548697168565,107.03707734607451,89.05080456101852,101.64119551055771,307,693,0.307
김민기,1997,4.5,4.5,0.0,95.47610121296016,57.32235103736016,63.83006480854333,118.88097105119044,93.74181617166478,111.33922458733275,247,753,0.247
김민기,1998,6.26,4.97,1.44,71.43699067749195,48.42936476769517,54.27702439051493,76.68941367207456,78.57689337999135,77.2556575844496,325,675,0.325
김민기,1999,8.95,2.9,1.69,88.4356461974914,96.18488850148542,105.13748196970059,100.54291983179735,105.21761466035606,101.94532828036495,290,710,0.29
김민기,2000,6.32,3.67,0.88,100.60430469626114,102.2006174464335,95.63734246408366,106.14414768479745,94.33851741718233,102.6024586045129,286,714,0.286
김민기,2001,6.46,5.29,0.84,105.43045138935919,92.10682140410536,93.33233981064733,104.13066708056576,97.91262898980324,102.265255653337,278,722,0.278
김민기,2002,6.0,2.09,1.09,103.6848276879949,131.51807059423948,130.2116120443989,104.81637409215165,95.3045932946226,101.96283985289293,264,736,0.264
김민기,2005,6.05,1.64,1.8,81.27824213809212,49.49707110499479,49.49884981705581,86.38728671275207,69.89558702043816,81.4397768050579,333,667,0.333
김민기,2006,6.32,3.68,0.59,97.35841180741981,92.9023717666945,99.59589696158794,102.9647170793422,87.99800785640804,98.47470431246194,290,710,0.29
김민기,2007,4.39,2.45,0.31,119.53466448629172,90.87972403338541,95.44712331738639,119.8327986710394,83.93185356598467,109.06251513952297,251,749,0.251
김민기,2008,5.34,4.78,0.56,81.44161344508085,51.71860151717825,56.75115653013347,92.0053679927376,76.09415669140131,87.2320046023367,308,692,0.308
김민범,1995,8.11,6.49,0.81,71.25160553246548,38.994101923658825,33.92480265681338,85.19961430687188,61.530627902156276,78.0989183854572,332,668,0.332
김민범,1999,6.19,3.71,0.62,106.33341197202793,126.84152622262609,127.1248792314542,123.21826964610239,124.61782560640869,123.63813643419428,209,791,0.209
김민범,2000,10.54,4.05,0.81,104.75456634405147,39.73397617814893,34.99015687445651,127.538857223853,78.52958388129952,112.83607522108696,244,756,0.244
김민범,2001,6.88,3.71,1.06,87.57383759426752,93.83794958402024,92.70933111686755,103.84427706124808,91.29324140052887,100.07896636303231,294,706,0.294
김민범,2002,4.5,0.0,0.0,149.89466115364434,100.0,38325.03888085085,183.046879157133,160.29615751336465,176.2216626640025,146,854,0.146
김민범,2004,5.0,5.0,0.0,99.7656203627741,100.0,38790.137773633774,122.02573539830453,164.69522589260822,134.82658254659563,216,784,0.216
김민범,2005,8.22,1.17,0.39,142.85620203710235,71.64509172517522,78.94954605065757,165.22431501487125,97.82121420266108,145.00338477120818,159,841,0.159
김민범,2006,7.78,6.67,0.0,92.23029278513707,45.71791167457562,38.239948699895955,111.73904684489557,78.6311387603719,101.80667441953847,267,733,0.267
김민수B,2015,7.01,5.06,0.39,94.88456399435493,72.81831456428101,66.39705154575026,109.90917735964017,89.19891162029313,103.69609763783605,299,701,0.299
김민수B,2016,6.75,3.38,1.12,84.28601961678207,62.99240556384678,68.87874898733733,102.71409666587225,74.99982581192856,94.39981540968913,322,678,0.322
김민수B,2019,6.21,3.33,1.11,85.2447709112723,81.36507032069778,87.83605355888547,88.14016045955665,93.24477751781363,89.67154557703374,313,687,0.313
김민수B,2020,5.5,2.62,1.22,95.2557480069253,79.17570087491417,78.8912043645182,93.89069855240643,77.36631164075328,88.93338247891049,310,690,0.31
김민수B,2021,8.53,3.72,0.31,132.01716339692294,139.9294481910406,117.2120167649807,141.96461395335152,97.79645764578947,128.7141670610829,204,796,0.204
김민수B,2022,10.21,1.68,0.34,175.33308983255998,205.83924824535362,206.39412915950967,182.13068894430526,112.15281514753528,161.13732680527426,142,858,0.142
김민수B,2023,2.77,3.46,0.69,69.4232189850137,49.973792054189744,55.94699086776745,83.11351435795552,78.0576928190978,81.5967678962982,301,699,0.301
김민수B,2024,8.32,3.66,0.89,109.38676983172444,91.96041717842417,85.70937210623538,112.0007991803708,100.69766087361829,108.60985768834504,272,728,0.272
김민우B,2015,6.43,4.89,0.64,92.3810407406903,90.60746265186218,96.69970978766754,96.72901401288419,103.44256978936916,98.74308074582967,273,727,0.273
김민우B,2016,6.85,7.83,1.96,55.74650420206517,27.15673182219708,28.045695306995164,67.2605692724931,63.42237548812305,66.10911113718208,352,648,0.352
김민우B,2017,6.34,7.61,1.27,51.68103935228876,23.959763401501583,24.275112454771914,62.525010696281235,55.11081304239478,60.300751400115296,403,597,0.403
김민우B,2018,6.63,3.72,1.73,83.31023548657409,80.91433722822451,80.01020386413109,81.86982847659381,86.0808941222176,83.13314817028095,346,654,0.346
김민우B,2019,6.09,3.97,0.79,82.63951434697624,58.62182482337978,55.927543828469325,87.17879655789025,88.57423232190611,87.597427287095,322,678,0.322
김민우B,2020,8.44,4.9,1.02,102.497909367881,114.63843908939182,111.7000432947128,97.91745096894216,108.79771773836029,101.1815309997676,250,750,0.25
김민우B,2021,7.25,4.41,0.87,103.51814046375051,118.13938329900584,126.44827601800326,97.32117908234298,107.9121363164729,100.49846625258195,290,710,0.29
김민우B,2022,7.12,4.64,0.88,96.26531757042785,101.00961141233974,109.0049669792262,88.8708084313462,104.69835645084031,93.61907283719444,281,719,0.281
김민우B,2023,7.56,4.92,1.05,75.83706256676673,54.92711889327224,57.20792663272772,82.07577711454326,81.91901341533917,82.02874800478202,345,655,0.345
김민우B,2024,9.67,4.46,1.49,76.94051559526007,183.7375637571115,203.9771576993751,93.42386863866582,157.85532431057172,112.75330534023757,289,711,0.289
김민태,1991,6.94,4.91,0.84,94.74300027492302,77.44962860853163,82.94701819004206,97.51377071985385,99.32904594852349,98.05835328845473,285,715,0.285
김민태,1992,5.79,3.9,1.65,79.27133080359907,78.43988735173825,87.96774098941727,80.64202694138973,87.49839769785386,82.69893816832897,304,696,0.304
김민태,1993,5.47,6.46,0.0,81.40057357144173,40.39161487217119,42.776279188105875,95.84508505036162,75.93603162369789,89.87236902236249,290,710,0.29
김민태,1995,4.58,3.91,1.02,71.52351736924625,61.89022571724283,65.98540192808323,76.32120058908055,81.88947821104976,77.99168387567131,324,676,0.324
김민태,1996,5.85,2.92,1.46,69.82296204694866,94.48423729927775,72.47645997399187,76.89589402646217,84.69835895617825,79.236633505377,328,672,0.328
김민태,1998,5.66,2.38,0.3,115.66563088946697,63.6024067875815,56.452758462344896,129.96558946681975,93.03345885314693,118.8859502827179,225,775,0.225
김백만,2001,6.49,4.19,1.88,73.41648956982539,71.86332344937318,72.37791526853539,79.37684421508612,94.1552255311696,83.81035860991116,314,686,0.314
김백만,2002,8.94,2.02,1.73,89.24146705226151,82.32632239187258,90.79459347869309,100.93722066592566,102.76542934828402,101.48568327063316,271,729,0.271
김백만,2003,5.87,1.68,1.68,78.54529787165384,72.37588184827767,79.53446762253368,88.61401640520853,87.90954110964988,88.40267381654093,314,686,0.314
김백만,2006,5.4,2.16,1.08,83.48525741151052,62.873830030491,57.74350578429248,94.51722272663912,92.78273825342498,93.99687738467486,284,716,0.284
김백만,2008,2.77,2.77,2.08,53.83932997933486,62.74904828906433,68.85493723929845,63.61847557681958,73.49930053824184,66.58272306524626,357,643,0.357
김백만,2009,6.0,3.0,1.5,78.33792556456557,26.255924020178036,28.62766224316414,95.37926382049267,81.37135638422308,91.17689158961178,298,702,0.298
김범수,2015,6.34,12.68,0.0,61.573051928013335,55.55983207174305,60.77506537303538,73.47405702859135,132.89462248740924,91.30022666623671,291,709,0.291
김범수,2017,4.65,6.97,2.03,54.007708254592536,50.56766431700714,54.890602979122356,61.039266497880284,82.47961410182334,67.4713707790632,385,615,0.385
김범수,2018,10.1,5.43,1.31,89.24651924240646,82.73840934461035,84.32493786748799,96.91057685527832,100.86537121943263,98.0970151645246,291,709,0.291
김범수,2019,7.43,5.33,1.31,73.981704298027,74.04563076827999,75.88053917144413,73.41273653027395,91.11921847351904,78.72468111324747,313,687,0.313
김범수,2020,9.0,6.87,1.47,73.97536967333909,84.06019488017769,86.71113061753007,79.9417257001328,99.2016066368557,85.71968998114967,295,705,0.295
김범수,2021,8.97,5.38,0.26,118.48878348707585,80.5405180523095,82.66071313300753,125.17501333969238,98.91235875883035,117.29621696543377,231,769,0.231
김범수,2022,7.91,4.77,0.68,93.85978136315961,87.46033603632127,87.09695441529482,100.03551330104892,94.57583717892062,98.39761046441043,284,716,0.284
김범수,2023,7.54,4.78,0.43,100.09692774929314,93.0849971348798,91.60593576791153,106.27231931642888,94.06720751840653,102.61078577702216,252,748,0.252
김범수,2024,10.06,5.29,2.91,55.053076195829,81.50247615265725,90.48037369787252,62.48286572079442,104.14302075549796,74.98091223120548,395,605,0.395
김병준,2000,5.74,4.82,2.07,61.75151364956782,74.62515976471992,64.18674312710782,67.2037846521211,84.52353901409658,72.39971096071375,368,632,0.368
김병준,2001,6.26,7.75,1.19,68.9927839142626,144.09751348556682,106.86632692525633,76.80481057098308,101.50147271709373,84.21380921481627,340,660,0.34
김병준,2002,5.86,2.41,0.69,99.38825425600925,60.42587214180785,63.139363753387876,113.27526147329172,81.13756121046853,103.63395139444475,283,717,0.283
김병현,2012,6.24,4.94,0.87,68.80727388361669,64.38930895807994,61.995278034789166,72.00742380913857,91.4094779105517,77.82804003956251,308,692,0.308
김병현,2013,5.15,4.31,0.84,78.25088368164965,80.52926405791997,83.59312427154687,79.66694181149214,101.17564535795496,86.11955287543098,331,669,0.331
김병현,2014,8.37,3.42,0.63,110.95198891657778,71.87052572428503,75.46596513460516,114.23024442586765,90.22887478292235,107.02983353298406,274,726,0.274
김병현,2015,6.98,3.31,1.29,79.37531921344178,64.11454995180468,70.1327887321929,86.58906549478216,80.15236885961431,84.65805650423181,322,678,0.322
김보선,1990,3.92,6.92,0.46,72.55908273517447,74.6618188100051,77.29080587106891,81.37431563122016,96.33761863534639,85.86330653245803,289,711,0.289
김보선,1991,1.8,11.7,0.9,43.446764783127605,51.70198326885281,40.62161232073838,53.13916431052131,96.35472663279047,66.10383300720206,383,617,0.383
김보선,1992,3.69,3.93,0.74,92.88397362687265,69.30997405107759,76.17680883477472,96.47885307572732,78.53354985723129,91.09526211017851,283,717,0.283
김봉근,1984,3.16,1.95,0.47,128.64594355169712,144.22754964714366,132.36219374575577,115.22801293507897,103.49122875680061,111.70697768159546,211,789,0.211
김봉근,1985,2.94,2.15,1.27,85.44296867635995,108.123986247641,113.30039145301417,83.2415314703327,94.92448476307939,86.7464174581567,301,699,0.301
김봉근,1986,2.65,2.82,0.35,95.05244174873539,102.79710415735875,108.90861422713648,100.55008188441073,103.857622017369,101.54234392429821,256,744,0.256
김봉근,1987,2.73,2.47,0.8,102.86677109649598,81.06233788729021,81.85083877238178,92.32185542397015,83.75554383629148,89.75196194766654,286,714,0.286
김봉근,1988,2.41,1.26,1.16,93.4527307621305,78.59347818124097,75.7118815261443,90.29814738390635,80.13607796282695,87.24952655758253,298,702,0.298
김봉근,1989,4.0,4.0,1.0,62.57965073171335,50.82594463926595,57.162939015645016,76.5689914663749,67.55320802404093,73.86425643367471,323,677,0.323
김봉근,1991,6.56,1.79,2.38,64.34198547157332,72.35562516854951,54.15445338268357,75.40431085062475,74.04055306322056,74.9951835144035,285,715,0.285
김봉영,1992,3.72,4.83,1.86,57.60376538136691,42.79637589693384,47.99472101872911,66.28029537325831,79.03940152111475,70.10802721761524,346,654,0.346
김봉영,1994,4.26,3.32,0.0,108.51608963699188,56.176826401512166,63.418607151221664,126.68059382185997,74.89658978940273,111.1453926121228,257,743,0.257
김봉영,1997,4.08,1.09,1.36,76.80734848065168,66.23949218237523,67.06541011314647,86.20334052703396,78.13839418318462,83.78385662387916,329,671,0.329
김사윤,2020,8.03,8.6,0.96,67.86007081043559,85.11998415723737,83.96981196755165,73.86413547568046,119.27282591081708,87.48674260622144,299,701,0.299
김사윤,2021,11.05,10.53,2.63,42.518634771083505,38.31061181755954,40.08313008179249,50.02691300454731,83.96986008287156,60.209797128044585,384,616,0.384
김사윤,2022,7.67,8.0,0.67,61.67962611846432,50.31628123976335,56.35630881774626,71.29246953136021,106.46189259673213,81.84329645097178,315,685,0.315
김사윤,2024,8.76,6.08,0.49,87.98050807288499,94.09199250052788,68.48812968535893,99.05217771708443,94.14574514970016,97.58024794686915,331,669,0.331
김사율,1999,4.93,6.47,2.47,56.23029655711806,55.55209626105523,60.72271445150729,63.767303490835495,91.00710372385645,71.93924356074177,336,664,0.336
김사율,2000,5.81,3.19,1.12,86.55734915578307,80.24217755073491,77.28884035763329,94.63868083720654,98.63650314627787,95.83802752992793,305,695,0.305
김사율,2001,7.13,3.04,1.19,102.05533010638258,103.88234175766937,102.97837618687628,107.04712863653073,98.60735890485208,104.51519771702712,260,740,0.26
김사율,2002,5.33,4.58,1.0,86.3901445761032,79.47659585515548,76.13685178659708,83.97437072879161,90.89825498072899,86.05153600437282,303,697,0.303
김사율,2003,3.74,3.74,1.25,74.54985894992178,69.39760208439323,72.95169830351338,84.26407353867523,86.80570458140215,85.02656285149331,317,683,0.317
김사율,2008,3.4,4.67,0.42,76.03390994436523,92.78043076961565,101.8085678088333,89.94172556839663,118.46958205654126,98.50008251484002,291,709,0.291
김사율,2009,3.44,0.69,2.75,58.14459024696338,42.17373309353897,42.92081957571814,69.93040299351773,70.43642105781606,70.08220841280723,368,632,0.368
김사율,2010,5.98,3.93,0.63,103.02686802432385,114.88534233107119,108.0051305637029,109.4624250919112,95.87561048805404,105.38638071075404,285,715,0.285
김사율,2011,7.35,3.0,0.54,119.14097388111796,120.63264724048713,118.82248658564636,125.11679646572725,102.353823164215,118.28790447527356,250,750,0.25
김사율,2012,8.58,2.2,0.8,107.27582329362795,115.7677380823931,117.89504851918684,118.5170495233703,94.86551192678839,111.42158824439574,239,761,0.239
김사율,2013,5.71,4.13,1.34,76.60467910320584,105.46891711968254,107.92410890418408,78.29759063901834,97.55449293406113,84.07466132753117,326,674,0.326
김사율,2014,8.08,3.41,1.48,97.75722848742684,91.30518271829256,92.0823989639817,97.16880902754554,93.27560683746756,96.00084837052214,290,710,0.29
김사율,2015,8.57,3.93,1.43,81.50241381977196,52.61273063892062,47.28476219807801,93.78352910733187,74.5941662958625,88.02672026389105,320,680,0.32
김사율,2016,8.07,5.08,1.2,83.69442159616163,84.93691621573996,83.60210830047197,95.56571582274691,114.57791494950624,101.2693755607747,287,713,0.287
김사율,2017,7.37,2.11,1.84,79.95208544074423,61.04442580422819,61.85113498497795,89.66545685250627,83.42116220800854,87.79216845915695,336,664,0.336
김사율,2018,6.98,2.0,2.39,73.07554977044411,82.12612831343591,80.75242216468045,80.15127559573246,92.95976235627596,83.9938216238955,329,671,0.329
김상기,1983,2.89,4.63,1.74,52.76365706399471,52.260912499969436,61.043204613161016,57.9195127792019,100.82279123392249,70.79049631561807,356,644,0.356
김상기,1984,2.04,2.85,0.41,79.12612063022931,101.9483429536207,93.98431113788868,89.65757156375713,83.9653245902773,87.94989747171319,278,722,0.278
김상수A,2008,7.5,6.14,2.05,53.54751029872449,43.936717129889786,30.46389691486906,63.36721754470118,71.6087952595474,65.83969085915504,343,657,0.343
김상수A,2009,6.75,6.15,1.05,86.37278590773762,76.37194343600005,79.31175001460126,90.29392082413106,85.49597272833458,88.85453639539212,320,680,0.32
김상수A,2010,7.0,5.2,1.0,82.61816075806954,67.21063073950585,69.22921985416626,90.74275459183302,89.021566714943,90.22639822876602,303,697,0.303
김상수A,2011,11.25,5.47,0.46,109.23658532611083,60.365503632273914,65.35191842690247,115.266725980439,88.61612484394537,107.27154563949091,301,699,0.301
김상수A,2012,7.17,7.77,0.8,64.86513184949095,73.79359637730738,80.14280985187361,70.86952813435572,96.96323982473926,78.69764164147077,337,663,0.337
김상수A,2013,6.41,4.16,0.32,93.68518905801533,74.26196098328808,80.5846902784393,106.97001424053298,102.62850160021817,105.66756044843854,231,769,0.231
김상수A,2015,3.6,9.0,1.8,47.302061789894864,36.86742189342903,30.253037953488118,58.02265396328338,66.79686668305457,60.654917779214735,407,593,0.407
김상수A,2016,9.24,4.14,0.73,120.60267510292509,107.80197729112847,111.99387594591259,125.34486223533355,104.38034564792231,119.05550725911016,255,745,0.255
김상수A,2017,9.13,3.24,1.18,105.1988526481122,120.99472774914483,117.78347666821595,113.2701055218579,106.3390639135054,111.19079303935214,271,729,0.271
김상수A,2018,11.09,3.75,1.47,101.22410396670415,91.67256377487854,99.44775068752598,110.66362534749445,108.8947177214697,110.13295305968703,263,737,0.263
김상수A,2019,9.61,4.48,0.48,108.42970992059553,133.03152430772693,139.09588545143,118.77335848978801,104.48738110632955,114.48756527475047,234,766,0.234
김상수A,2020,8.45,3.7,0.53,114.50260795569483,91.19711821586145,81.80166154628344,126.13805806822455,99.92411048692902,118.27387379383589,238,762,0.238
김상수A,2021,6.82,4.65,1.55,75.78507173999134,81.87171853023634,90.16351877754782,80.7709980997657,83.16221813694652,81.48836411091995,316,684,0.316
김상수A,2022,3.38,4.5,2.25,43.54205655097385,37.32325113875524,41.80357958560221,52.787751009665925,87.72825484365909,63.269902159863875,369,631,0.369
김상수A,2023,6.23,3.63,0.17,102.08816032332977,120.93141761134984,110.83479401253275,112.03868096788288,106.7039266880418,110.43825468393055,239,761,0.239
김상수A,2024,6.89,3.2,0.61,110.18429520252718,114.06802939825667,107.67699499770592,113.82152101866458,106.6821523611029,111.67971042139607,304,696,0.304
김상엽,1989,4.89,8.98,0.47,68.42679247153447,82.37690069232669,70.15049018527978,70.47257715669095,91.61701228509648,76.8159076952126,342,658,0.342
김상엽,1990,6.18,4.44,0.67,115.01777691427074,154.06783749523873,146.25960157127304,102.6506366776494,118.4777198594148,107.398761632179,272,728,0.272
김상엽,1991,5.63,6.08,0.91,83.82342374948216,89.03716697923153,84.93297628145804,81.12064103850312,103.25692768098463,87.76152703124757,306,694,0.306
김상엽,1992,6.44,4.44,0.56,127.95967272323524,112.06633830916596,118.61412462051446,117.43207813260979,103.93329432693086,113.3824429909061,219,781,0.219
