투수명,연도,K/9,BB/9,HR/9,FIP*,ERA*,RA9*,보정FIP,보정피안타,PAI(100)_optimized,시뮬_안타_opt,시뮬_아웃_opt,시뮬_피안타율_opt,사용가중치
김승회,2014,6.43,2.89,0.64,110.75581384468146,162.07893591643844,176.25676090174136,117.32548070035898,119.85887792595267,119.00490425391709,245,755,0.245,"FIP:0.34,피안타:0.66"
김승회,2015,6.0,3.36,1.56,82.92482653181068,75.69853887113024,82.8041316358836,85.68465231723708,85.13431898199568,85.3198288477174,308,692,0.308,"FIP:0.34,피안타:0.66"
김승회,2016,7.1,3.36,1.49,82.75447879418505,75.0922023349112,82.10921474161336,96.47436243159412,90.02483265238168,92.19888122747872,311,689,0.311,"FIP:0.34,피안타:0.66"
김승회,2017,5.35,2.22,0.78,100.86488239087157,93.42103476486048,101.40743098257147,108.33526313299365,88.31757616626143,95.06526558185743,300,700,0.3,"FIP:0.34,피안타:0.66"
김승회,2018,5.65,3.82,1.0,85.40986295105499,136.02349751618135,119.24945725128069,94.07988011136234,106.95467286628585,102.6147557247715,261,739,0.261,"FIP:0.34,피안타:0.66"
김승회,2019,7.11,2.47,0.15,130.26917572416423,124.07744231583212,114.15841375187209,142.58823940662526,102.36821537876561,115.92583723981467,223,777,0.223,"FIP:0.34,피안타:0.66"
김시진,1983,6.05,3.73,0.31,156.32234077242438,156.0785228010931,159.6093527377809,129.1154634658352,105.6678061013108,113.5716917841106,213,787,0.213,"FIP:0.34,피안타:0.66"
김시진,1984,6.45,4.69,0.59,120.10376195468125,123.60484771414046,118.42966902996069,99.56612601824496,104.62084220537001,102.91696627947559,257,743,0.257,"FIP:0.34,피안타:0.66"
김시진,1985,6.72,4.05,0.27,163.75319933903634,211.67555068423576,236.37632279761527,135.45944635643258,129.35059439020765,131.40980511832242,195,805,0.195,"FIP:0.34,피안타:0.66"
김시진,1986,3.99,5.05,0.28,108.93917492185065,145.20832528707967,137.49927882092513,93.16674492762853,101.7983020320088,98.88872178879016,280,720,0.28,"FIP:0.34,피안타:0.66"
김시진,1987,5.27,4.47,0.42,118.83124345469574,132.64877429565263,138.09136616615206,101.57766742575255,106.75515969455101,105.00989762508402,237,763,0.237,"FIP:0.34,피안타:0.66"
김시진,1988,4.18,4.37,0.62,102.61825965705599,121.45423462028889,123.96670165000968,91.72941675860224,122.03643387966912,111.8203515228026,229,771,0.229,"FIP:0.34,피안타:0.66"
김시진,1989,4.45,4.86,0.65,90.64050871216153,101.856798577322,103.77437481199046,85.74932135711737,95.98469288264401,92.53448865963514,269,731,0.269,"FIP:0.34,피안타:0.66"
김시진,1990,3.99,3.4,0.54,111.3066249021007,105.35786451247594,108.78053574786418,100.92682921945224,99.39876313371568,99.91385338216404,261,739,0.261,"FIP:0.34,피안타:0.66"
김시진,1991,5.06,4.25,0.82,90.04899380487089,61.57889089006495,67.31536830020846,94.25393203052188,80.03132183052685,84.82556986068879,276,724,0.276,"FIP:0.34,피안타:0.66"
김시진,1992,1.78,7.13,4.46,32.284618544933274,27.680716219671297,31.043008308956292,38.509885180012006,66.61697012087714,57.14245491470324,384,616,0.384,"FIP:0.34,피안타:0.66"
김시훈,2022,8.56,4.66,0.76,93.59356410764052,122.06497136785892,117.23821809333205,96.18338369756343,103.9290309923586,101.3180788701234,289,711,0.289,"FIP:0.34,피안타:0.66"
김시훈,2023,8.45,5.86,0.52,88.38208283295245,86.00931940330723,78.26835589080245,95.71886619122336,91.73890897262227,93.08049830025593,292,708,0.292,"FIP:0.34,피안타:0.66"
김시훈,2024,6.22,4.96,0.59,99.25114159955348,108.67103141881339,108.60144256490595,98.74731280488307,99.16348332883749,99.02319791802867,309,691,0.309,"FIP:0.34,피안타:0.66"
김신부,1986,3.44,2.2,0.46,126.74977674654976,115.45788105777227,122.80823721605502,105.1802448273783,93.91587438155263,97.71294011432036,270,730,0.27,"FIP:0.34,피안타:0.66"
김신부,1987,2.62,2.54,0.32,112.48507215150293,94.72567169958525,101.4614260718992,104.07468195679444,85.34300650805505,91.65719897054572,293,707,0.293,"FIP:0.34,피안타:0.66"
김신부,1988,2.78,2.12,0.58,109.08152132135318,108.73491890782832,101.43952321623303,100.2481217666712,95.1563817926341,96.8727379324257,286,714,0.286,"FIP:0.34,피안타:0.66"
김신부,1989,2.91,3.38,0.75,83.79447958836084,87.28835468969223,75.30546243724217,83.00491737254636,90.67356494800829,88.08856838157793,333,667,0.333,"FIP:0.34,피안타:0.66"
김신부,1990,1.64,6.0,0.82,58.13720428190962,82.97128058846701,88.57310147997735,66.17412242930897,94.16458964357166,84.72938468342038,324,676,0.324,"FIP:0.34,피안타:0.66"
김억만,1995,5.52,5.81,0.29,83.25485144710616,70.6249842598615,75.16575119280775,93.88360167132754,73.74197402788978,80.5314421561691,321,679,0.321,"FIP:0.34,피안타:0.66"
김연철,1986,1.43,1.94,0.72,89.09856521268576,95.42522092245527,91.00837840897614,87.63962075287377,85.01482488770567,85.89960779528784,294,706,0.294,"FIP:0.34,피안타:0.66"
김연철,1987,2.31,2.31,0.73,90.58224748257223,72.5526811812538,73.34519227344747,89.05216743611182,77.61647916987722,81.47129380467332,290,710,0.29,"FIP:0.34,피안타:0.66"
김영규,2019,6.26,4.22,0.95,78.7097591390029,75.37906174260976,81.10300620722239,82.3401648126239,83.78406551316533,83.29734626880872,321,679,0.321,"FIP:0.34,피안타:0.66"
김영규,2020,7.37,1.88,1.61,92.23551020038325,83.43959871107164,79.78557844489785,96.4303732949842,87.6232090173683,90.59198404498505,284,716,0.284,"FIP:0.34,피안타:0.66"
김영규,2021,5.98,3.99,1.42,77.64252518021893,78.58281818651822,82.22208807011675,81.72366375311692,91.69954005828158,88.33680813688001,296,704,0.296,"FIP:0.34,피안타:0.66"
김영규,2022,6.27,3.0,0.68,93.26528856313188,111.16899132213902,119.73832732078229,100.03551330104892,103.3242220130039,102.2156431345592,276,724,0.276,"FIP:0.34,피안타:0.66"
김영규,2023,7.08,3.39,0.3,111.58152955932123,123.33818175658001,131.82327471876536,120.72538216348602,121.38045153411574,121.15963657852043,236,764,0.236,"FIP:0.34,피안타:0.66"
김영규,2024,9.56,2.79,0.6,124.57481435516111,137.78305910361837,128.8732017005417,140.23597858710954,109.94137504878145,120.15327295611615,262,738,0.262,"FIP:0.34,피안타:0.66"
김영수,1997,6.5,7.05,0.69,78.12893811780182,74.65852275126231,76.9106002602147,82.41522722780361,116.00882891136189,104.68488369788057,277,723,0.277,"FIP:0.34,피안타:0.66"
김영수,1999,6.3,7.2,2.7,49.51706754094203,56.19148834369475,49.150929445178306,60.80994427964016,76.23674218423724,71.03657889312441,365,635,0.365,"FIP:0.34,피안타:0.66"
김영수,2000,6.62,3.88,0.97,105.60407206354773,121.96255889884704,128.27322847181202,105.03967705920614,109.79916632965656,108.19480737313802,288,712,0.288,"FIP:0.34,피안타:0.66"
김영수,2000,6.62,3.88,0.97,105.60407206354773,121.96255889884704,128.27322847181202,105.03967705920614,109.79916632965656,108.19480737313802,268,732,0.268,"FIP:0.34,피안타:0.66"
김영수,2001,6.65,5.41,1.61,81.51163869885575,78.39136279935929,77.70362621518629,80.62919436172261,90.46962381177934,87.15254917895993,320,680,0.32,"FIP:0.34,피안타:0.66"
김영수,2002,5.79,4.42,0.99,94.23832031288049,92.47703138647431,86.8557259478205,90.06369486892508,89.14998375230974,89.45798331493374,305,695,0.305,"FIP:0.34,피안타:0.66"
김영수,2003,6.61,7.03,1.12,76.50060062848841,76.16023147381595,67.69099024770442,80.3479397316868,94.29178391516355,89.59150410931315,304,696,0.304,"FIP:0.34,피안타:0.66"
김영수,2003,6.61,7.03,1.12,76.50060062848841,76.16023147381595,67.69099024770442,80.3479397316868,94.29178391516355,89.59150410931315,299,701,0.299,"FIP:0.34,피안타:0.66"
김영수,2004,8.68,9.96,0.32,72.78572627889932,52.969685445209095,51.34405324760819,83.595579350958,89.25504511567794,87.34731635051169,318,682,0.318,"FIP:0.34,피안타:0.66"
김영수,2009,10.98,3.29,3.29,50.64975740253627,46.94713721712318,51.187944728298696,62.237953310483114,87.76124176431347,79.15768913421509,344,656,0.344,"FIP:0.34,피안타:0.66"
김영준,2018,7.13,6.68,1.34,63.423124015688416,99.720734407512,90.1832063342511,75.69900786490832,116.60721010567862,102.81761274960766,270,730,0.27,"FIP:0.34,피안타:0.66"
김영준,2022,6.85,3.91,0.98,59.69142207481388,176.07294653199236,197.2089571151733,73.82882044065354,110.02760191815379,97.82548610731416,258,742,0.258,"FIP:0.34,피안타:0.66"
김영준,2024,6.56,5.36,1.19,72.67386852567077,49.62883331406581,45.38265763733371,87.32636045246267,83.11225701155078,84.53277383908062,361,639,0.361,"FIP:0.34,피안타:0.66"
김영현,2023,9.55,5.45,1.09,77.65624690882586,67.1464798108051,68.34979994344033,87.78783296030043,105.64890065097018,99.62817819647918,247,753,0.247,"FIP:0.34,피안타:0.66"
김영현,2024,10.14,8.87,1.27,59.999211308328235,81.98858665937604,60.7211677129898,72.99121507388058,90.82211387718628,84.81156094339391,319,681,0.319,"FIP:0.34,피안타:0.66"
김용남,1982,4.37,2.16,0.62,144.82912895749305,149.24434063725548,133.70024856279792,121.49662656505534,97.29730010929305,105.45456319675533,261,739,0.261,"FIP:0.34,피안타:0.66"
김용남,1983,3.98,1.49,0.6,146.02174812987175,134.0647756800443,139.9448149758709,126.65401410156039,97.26966086795841,107.17472580518266,259,741,0.259,"FIP:0.34,피안타:0.66"
김용남,1984,4.63,1.29,0.68,142.04992719146637,118.85554469781482,109.29505609627809,127.60837291198536,94.63568478059243,105.75032849930517,241,759,0.241,"FIP:0.34,피안타:0.66"
김용남,1985,4.96,1.74,0.94,124.46678588522217,85.51147129341577,90.77762426077688,114.29392922035669,88.0418169344483,96.89104614374986,261,739,0.261,"FIP:0.34,피안타:0.66"
김용남,1986,6.56,1.79,0.6,138.46508013949196,58.39942490263584,58.6116896870817,155.25286561188065,71.47594129581893,99.71600052035178,244,756,0.244,"FIP:0.34,피안타:0.66"
김용남,1987,3.82,1.96,0.83,104.06032524843633,77.82071960381224,84.57603524440711,100.24830371967677,81.75912639994037,87.99157604863369,288,712,0.288,"FIP:0.34,피안타:0.66"
김용남,1988,3.02,1.84,0.66,119.26741568456411,101.78425405855978,96.148605551056,108.16431124290513,83.83292803422516,92.03470565303172,278,722,0.278,"FIP:0.34,피안타:0.66"
김용수,1985,5.94,2.97,0.85,99.29840401563546,78.96676718091743,92.56869836997497,118.21291817171807,94.28387698026548,102.35003058938469,287,713,0.287,"FIP:0.34,피안타:0.66"
김용수,1986,3.74,2.98,0.2,139.08119997501208,204.79692172252604,201.508761495419,124.66405243373623,113.43057284731917,117.21722569245325,220,780,0.22,"FIP:0.34,피안타:0.66"
김용수,1987,4.53,2.3,0.38,139.74429182260926,192.68309615293123,199.30416260645939,129.38611973927476,116.577121266508,120.89486005234849,222,778,0.222,"FIP:0.34,피안타:0.66"
김용수,1988,4.67,2.84,0.46,122.66654180853224,88.21824975376144,95.76313983269841,118.01343528103243,86.32653595189,97.0077577919383,296,704,0.296,"FIP:0.34,피안타:0.66"
김용수,1989,4.41,2.51,0.17,139.3945713689928,117.85719647199082,114.1058154602582,138.06695655329327,88.59845354180821,105.27361160231352,249,751,0.249,"FIP:0.34,피안타:0.66"
김용수,1990,7.18,2.29,0.24,193.92601802863456,201.7637611492262,195.3960901548271,181.18388638223323,108.42514920439862,132.95112773343303,164,836,0.164,"FIP:0.34,피안타:0.66"
김용수,1991,6.11,2.94,0.24,165.46407970994946,158.57109700447774,147.91930763743468,148.4504155857197,99.44801945920187,115.96605924228297,242,758,0.242,"FIP:0.34,피안타:0.66"
김용수,1992,3.98,2.51,0.74,100.78320656169642,77.10063870134864,81.80053591198158,109.06585001936855,94.33809556183611,99.30262083559762,277,723,0.277,"FIP:0.34,피안타:0.66"
김용수,1993,7.18,2.39,0.36,151.61264027677998,198.46771598295032,183.17649529311493,160.6788807349329,114.5067143531952,130.0707222681441,183,817,0.183,"FIP:0.34,피안타:0.66"
김용수,1994,6.28,1.43,0.14,165.67089379463587,133.9835591383752,113.55213125317141,179.81427386171748,121.83080700389031,141.3762433096111,160,840,0.16,"FIP:0.34,피안타:0.66"
김용수,1995,5.74,1.3,0.13,165.77210795277858,238.74829173503176,247.59277938911387,178.17303206683746,102.06683320193073,127.72119543646062,201,799,0.201,"FIP:0.34,피안타:0.66"
김용수,1996,6.36,2.49,0.41,141.46430726017778,135.7345572928106,114.14000206613599,135.4944773958827,95.72555888487412,109.13111922520744,233,767,0.233,"FIP:0.34,피안타:0.66"
김용수,1997,6.15,2.18,0.81,126.81857702955375,119.26223244773146,118.2610702185198,115.34088241043813,100.34964904070738,105.40298946429255,265,735,0.265,"FIP:0.34,피안타:0.66"
김용수,1998,5.97,2.31,0.57,136.09911486709814,127.50707025344644,129.42062871223766,123.30721738056431,95.76438031168956,105.04869525147257,293,707,0.293,"FIP:0.34,피안타:0.66"
김용수,1999,6.33,1.72,0.66,134.29539451955006,161.8470712721825,169.24493417703732,142.6786543021167,102.32384087981822,115.92689840841973,245,755,0.245,"FIP:0.34,피안타:0.66"
김용수,2000,6.02,2.98,0.71,119.24430117701066,91.01848570515536,89.32554716714851,115.07032206129698,90.51615182262448,98.79302791243376,262,738,0.262,"FIP:0.34,피안타:0.66"
김용주,2014,11.57,5.14,0.0,145.1741227255362,112.66088834493007,91.94634981007442,175.2694484940821,98.93612446040581,124.667047493387,229,771,0.229,"FIP:0.34,피안타:0.66"
김용주,2015,3.38,6.75,0.0,77.81426039270993,117.82156121325856,128.88111461248758,95.38096875495394,173.17126795817663,146.94921845555518,174,826,0.174,"FIP:0.34,피안타:0.66"
김용주,2016,7.11,8.88,1.18,63.349601077847424,44.675993488538836,46.13944576739438,75.26962608677161,92.4855821781998,86.68231805030344,309,691,0.309,"FIP:0.34,피안타:0.66"
김원중,2015,8.96,6.72,0.45,86.54457690649491,72.36030752295741,68.61474894877962,101.43645273501005,100.50170766991697,100.81679748985927,280,720,0.28,"FIP:0.34,피안타:0.66"
김원중,2017,7.31,4.71,1.09,92.16452548715343,89.5039182337683,93.05717137041897,89.84021953770372,92.21763976910208,91.41624381568892,284,716,0.284,"FIP:0.34,피안타:0.66"
김원중,2018,8.5,4.78,1.74,89.61640157292409,80.79528986875182,85.36466191581427,82.96151455062758,93.25626546149347,89.78604525708656,314,686,0.314,"FIP:0.34,피안타:0.66"
김원중,2019,8.2,4.14,1.15,88.82055100113527,74.05137160155358,70.83492821150881,87.5612012299125,86.27014840211204,86.70534471203548,304,696,0.304,"FIP:0.34,피안타:0.66"
김원중,2020,8.68,3.5,1.22,103.72025098164073,112.48420770705677,110.54656345697293,111.14508016146152,109.46147025756544,110.02899220689915,243,757,0.243,"FIP:0.34,피안타:0.66"
김원중,2021,9.26,4.05,0.87,109.18042492103395,116.47159495092409,123.34740729079994,115.89599408920337,113.70255859806872,114.44193580343311,235,765,0.235,"FIP:0.34,피안타:0.66"
김원중,2022,12.56,3.35,0.84,137.88339966996077,92.47276557121693,93.73157538417868,152.47837228150163,102.988088039833,119.67058825613347,239,761,0.239,"FIP:0.34,피안타:0.66"
김원중,2023,11.68,3.56,0.28,151.68649539338176,129.87898541122897,127.28102470342222,162.64212993104329,112.33616696186711,129.29362135870184,223,777,0.223,"FIP:0.34,피안타:0.66"
김원중,2024,9.7,4.42,0.57,128.4865883902533,130.61087240326157,134.28560642515384,135.47864826754656,105.7620026943692,115.77907884979079,294,706,0.294,"FIP:0.34,피안타:0.66"
김원형,1991,4.96,4.7,0.79,98.72951101289696,93.0801152556665,96.30347882667468,90.10720317233474,95.11641590643825,93.42787857430028,298,702,0.298,"FIP:0.34,피안타:0.66"
김원형,1992,6.78,3.52,0.85,122.71880976357959,139.8800901924702,133.40038810797205,113.79992929604295,102.60001681408265,106.37535464585723,237,763,0.237,"FIP:0.34,피안타:0.66"
김원형,1993,5.8,4.0,0.6,98.24521488388572,119.25915301652661,119.12005112365323,91.84209130649424,100.1933750590458,97.37827114232539,297,703,0.297,"FIP:0.34,피안타:0.66"
김원형,1994,5.11,3.55,0.95,91.4623962747607,74.12139379769404,77.78002061290465,85.38949925342328,88.11421026262185,87.19574732192933,302,698,0.302,"FIP:0.34,피안타:0.66"
김원형,1995,4.34,3.65,0.88,88.15411449749105,102.3474629532458,88.95981649753993,80.70728278411632,90.48060781848133,87.18615316949199,310,690,0.31,"FIP:0.34,피안타:0.66"
김원형,1996,4.92,3.64,0.71,98.70063988571899,94.82263236783838,87.33940092943098,92.83443504286532,87.76161431649065,89.47159303578331,281,719,0.281,"FIP:0.34,피안타:0.66"
김원형,1997,4.59,2.46,0.75,114.07920635415863,159.3580444327468,137.49284051400286,104.25778883546964,103.4829702151415,103.74415101050931,263,737,0.263,"FIP:0.34,피안타:0.66"
김원형,1998,6.54,2.52,0.6,135.64827697685976,170.4695154156806,148.7274544074331,125.56029455150062,104.91275697724842,111.87276044715213,246,754,0.246,"FIP:0.34,피안타:0.66"
김원형,1999,9.24,3.16,0.73,122.49386920464873,89.93524091922397,89.3858840858272,139.0104206517465,120.30618272828475,126.61112637500496,216,784,0.216,"FIP:0.34,피안타:0.66"
김원형,2000,5.03,3.0,1.74,81.4748905656939,79.77058346410807,75.26715003352528,81.0356421626953,85.93961053534804,84.28654964287028,299,701,0.299,"FIP:0.34,피안타:0.66"
김원형,2001,5.84,3.5,1.17,109.81435956817623,117.11683058633066,109.70595874818463,101.04118219548106,100.21583025075942,100.49404514096103,300,700,0.3,"FIP:0.34,피안타:0.66"
김원형,2002,5.73,2.63,2.17,67.70447593914082,75.46652036799874,70.76499683084879,72.43839218136162,89.89413943962414,84.01004497797891,322,678,0.322,"FIP:0.34,피안타:0.66"
김원형,2003,5.01,2.05,1.48,87.37062507612973,109.79968205627692,117.12015690386147,90.78233197377797,91.21949955956309,91.07213632542188,302,698,0.302,"FIP:0.34,피안타:0.66"
김원형,2004,5.2,2.73,1.27,94.92038835426821,107.82444944506675,106.8979587438755,90.08355699026512,91.79519299256724,91.21822382748431,297,703,0.297,"FIP:0.34,피안타:0.66"
김원형,2005,4.94,1.58,0.89,116.0058433585976,136.30392400409173,133.78312189829177,105.17227982960479,96.36547871147357,99.33413132297827,286,714,0.286,"FIP:0.34,피안타:0.66"
김원형,2006,3.36,2.65,0.71,92.28159220668996,94.29142289751988,95.99719873172518,86.24052614415778,86.4947519134347,86.40905587196035,287,713,0.287,"FIP:0.34,피안타:0.66"
김원형,2007,3.07,2.7,0.74,86.22414380100912,90.51594848721439,82.61358771531152,89.40026918970325,83.99067327889271,85.81417432227957,328,672,0.328,"FIP:0.34,피안타:0.66"
김원형,2008,4.98,2.79,0.73,95.25999071201626,125.41386543408558,127.81653953309613,98.9506513402557,97.5018055034356,97.99019168582464,294,706,0.294,"FIP:0.34,피안타:0.66"
김원형,2009,4.62,4.89,0.82,84.31257020120476,91.27625758099312,99.52138309208146,96.35329479394522,92.59671210859474,93.86300492588563,315,685,0.315,"FIP:0.34,피안타:0.66"
김유봉,1996,3.3,5.18,2.36,40.98590882306808,82.40828313697305,92.87672430469796,49.072164414486785,93.05978382732066,78.23215691805152,322,678,0.322,"FIP:0.34,피안타:0.66"
김유봉,1999,5.71,4.49,1.33,87.67038763142706,65.21432313532777,66.77822826007927,88.92907426022502,89.04492524601562,89.00587345786923,291,709,0.291,"FIP:0.34,피안타:0.66"
김유봉,2000,7.1,4.29,0.37,105.44986164099794,149.06814570938408,136.79382431638138,117.25986459609771,107.43940391792249,110.74974734993476,266,734,0.266,"FIP:0.34,피안타:0.66"
김유성,2023,8.85,17.7,2.95,28.7946457218659,33.68644752173025,37.712874976990314,35.60796650784958,107.23110263755618,83.08791974247926,305,695,0.305,"FIP:0.34,피안타:0.66"
김유성,2024,9.32,7.71,0.32,82.2585961490265,65.88562422353898,63.615712639007654,95.14027686930449,104.00647233721156,101.01779870000121,300,700,0.3,"FIP:0.34,피안타:0.66"
김유신A,2009,4.39,5.49,4.39,39.234470357072084,54.043227776222615,58.92503612209939,47.85539717365267,72.67039868702216,64.30559992990099,382,618,0.382,"FIP:0.34,피안타:0.66"
김유신B,2018,4.15,4.15,0.0,94.13712694119502,44.004751071859005,47.73700367328551,114.54669244504102,104.38820705937444,107.81249401267067,291,709,0.291,"FIP:0.34,피안타:0.66"
김유신B,2021,4.82,5.82,1.83,58.98564186926022,53.85033158694268,58.04401059305854,63.90750203403114,83.13550137775559,76.65400489565147,337,663,0.337,"FIP:0.34,피안타:0.66"
김유신B,2022,5.7,10.14,1.9,41.43783729566452,55.33248816769321,56.3489410677698,49.6737686508649,144.62747673518328,112.61987605299807,246,754,0.246,"FIP:0.34,피안타:0.66"
김유신B,2023,3.59,5.68,0.6,63.117131476154476,63.8328263524707,71.46254879223348,72.62610043721082,87.30707762128786,82.35832032878761,346,654,0.346,"FIP:0.34,피안타:0.66"
김유영,2014,2.5,8.75,0.0,70.44003363856665,74.51034639861503,81.02812518868865,84.57425038778713,102.22440445908984,96.27477811072606,311,689,0.311,"FIP:0.34,피안타:0.66"
김유영,2016,8.18,7.92,0.79,81.30403910671674,70.34880087513307,60.115789581682144,91.37682708409295,103.47426625861743,99.39638441295676,303,697,0.303,"FIP:0.34,피안타:0.66"
김유영,2017,7.66,4.67,0.93,90.9218265123863,102.41129587980139,111.16625334868367,99.45980600063129,97.56670205779079,98.20484159204153,318,682,0.318,"FIP:0.34,피안타:0.66"
김유영,2020,6.34,8.87,0.0,92.06757696780397,79.50020524357974,87.12302540039778,112.19894455959802,139.97763146681143,130.61381476139124,180,820,0.18,"FIP:0.34,피안타:0.66"
김유영,2021,8.41,6.92,0.49,78.89786165749344,52.57563383332913,54.286297297737924,92.23826570073203,89.19073698032518,90.21801737114103,346,654,0.346,"FIP:0.34,피안타:0.66"
김유영,2022,7.76,5.29,0.71,85.42983812731113,67.44027667679768,71.09999502807922,91.29101286043556,75.42306341669014,80.77193287831767,312,688,0.312,"FIP:0.34,피안타:0.66"
김유영,2024,8.01,3.05,0.38,116.09323837049749,116.7160708991719,96.04570641864724,128.8941743132533,100.86631107270989,110.31412172357554,280,720,0.28,"FIP:0.34,피안타:0.66"
김유진,1998,4.83,2.33,0.67,100.17333784984848,116.16853459210687,103.1390298874843,108.36705724917395,96.26294275523875,100.34307476008155,298,702,0.298,"FIP:0.34,피안타:0.66"
김유진,1999,4.43,2.95,0.74,94.7390616252722,57.88538163267844,57.52841823562639,114.44444017279991,74.51208509021323,87.97273767102328,308,692,0.308,"FIP:0.34,피안타:0.66"
김윤동,2016,7.98,6.45,1.53,72.75988090130413,87.63460662067716,92.92507324010087,79.14265719546766,114.07086821071682,102.29704438356887,276,724,0.276,"FIP:0.34,피안타:0.66"
김윤동,2017,7.42,5.28,1.12,86.80310203725367,104.75059265874746,113.70553240137035,89.70787998790142,115.87537200572555,107.05466713533716,272,728,0.272,"FIP:0.34,피안타:0.66"
김윤동,2018,8.65,5.91,0.99,98.05676711447722,135.59795978325525,128.28417655666735,101.21804983623252,116.45360069194594,111.3179041741252,264,736,0.264,"FIP:0.34,피안타:0.66"
김윤동,2019,9.82,9.0,0.82,71.30246348746994,52.943112591632755,58.42121692787518,85.88580620189887,88.88096697576619,87.87133910590185,311,689,0.311,"FIP:0.34,피안타:0.66"
김윤수,2019,7.23,8.04,1.61,51.60979282180136,75.72321986567344,83.55841652855236,61.42539206045234,110.77283076290071,94.13848183074529,312,688,0.312,"FIP:0.34,피안타:0.66"
김윤수,2020,6.36,4.81,0.93,90.79776649691578,96.81693647308944,93.64140197550346,95.80568646340454,90.79796296727295,92.48599829759036,333,667,0.333,"FIP:0.34,피안타:0.66"
김윤수,2021,11.84,8.05,0.95,77.51751308375441,57.44059826899864,49.21718461862431,90.44968056677045,82.05758616328714,84.88644679414708,308,692,0.308,"FIP:0.34,피안타:0.66"
김윤수,2022,8.23,5.66,0.51,86.28826121852052,61.667196763629285,54.79863575080795,96.29195306284056,90.37279628790124,92.36806335276691,265,735,0.265,"FIP:0.34,피안타:0.66"
김윤식,2020,5.09,3.21,0.94,87.18595350952589,71.09829948180665,73.24759755084266,93.33890494352559,83.14068639077568,86.5783668530933,321,679,0.321,"FIP:0.34,피안타:0.66"
김윤식,2021,7.61,4.89,0.41,102.3314735729912,95.77192670473853,91.2470819755862,109.84507947218643,97.12795740670731,101.41472590801754,256,744,0.256,"FIP:0.34,피안타:0.66"
김윤식,2022,6.39,2.13,0.39,127.99888093712907,122.80817307507087,125.62226829630853,128.13767021158708,89.3579631214137,102.43007377571439,273,727,0.273,"FIP:0.34,피안타:0.66"
김윤식,2023,5.09,3.03,0.49,94.51256298291952,92.82114548057145,103.91574393446223,99.87707830963289,84.7822922649753,89.87053888375283,278,722,0.278,"FIP:0.34,피안타:0.66"
김응국,1988,2.81,6.09,0.47,66.04558386207069,65.28829775588068,73.75837846053561,76.25083366135718,81.25883618422023,79.57070679779504,328,672,0.328,"FIP:0.34,피안타:0.66"
김익재,1991,6.0,6.55,0.27,88.787347366991,55.840700889169725,55.42816510328725,100.98243811985006,79.28669522641522,86.60003442133925,306,694,0.306,"FIP:0.34,피안타:0.66"
김익재,1992,5.12,5.77,0.0,94.76017475829869,144.76408762836107,144.3723355565464,110.76537627265185,119.66045526102455,116.6620453827762,225,775,0.225,"FIP:0.34,피안타:0.66"
김익재,1993,5.82,5.29,0.0,93.27469188229283,151.9509864283563,172.39968493763462,107.858733693923,88.89477451650662,95.28726665767714,266,734,0.266,"FIP:0.34,피안타:0.66"
김익재,1994,7.95,4.65,0.3,105.4488230280398,64.44974033533137,67.17076888299816,112.93536902869296,89.14384507448673,97.16364349742626,271,729,0.271,"FIP:0.34,피안타:0.66"
김익재,1996,5.98,4.49,0.3,85.61567201067776,83.96705652443777,61.56750442137599,97.14400204925458,83.19642280339266,87.89796164786048,317,683,0.317,"FIP:0.34,피안타:0.66"
김익재,1997,8.02,6.24,1.78,55.409433929617855,56.255286556479135,62.64185822355629,64.87002912206528,81.0608212681097,75.6031259322028,351,649,0.351,"FIP:0.34,피안타:0.66"
김인권,1991,2.77,3.9,0.5,97.8104660844729,146.49339622923148,128.83323984364657,89.97023127415622,94.01958230918733,92.65460127194152,285,715,0.285,"FIP:0.34,피안타:0.66"
김인권,1992,2.81,4.07,1.12,77.73836974244483,80.00085862291483,83.00144807112042,80.88609998734735,85.26483551773032,83.78882345693812,292,708,0.292,"FIP:0.34,피안타:0.66"
김인권,1993,1.45,3.47,1.74,47.810833542922175,42.31104459587586,44.31726791211047,53.5784365859235,75.5533317241848,68.1458941126512,346,654,0.346,"FIP:0.34,피안타:0.66"
김인철,1991,4.64,5.45,1.91,54.89602823751426,45.246800204456555,49.07138118034668,61.132416479616374,76.41848028526348,71.26575654056161,338,662,0.338,"FIP:0.34,피안타:0.66"
김인철,1992,6.18,7.3,0.7,92.40973840698835,111.06791569324717,102.42061298684143,85.37827027486995,117.9811112880762,106.99113799152184,288,712,0.288,"FIP:0.34,피안타:0.66"
김인철,1993,5.11,4.47,0.32,82.53233944794499,57.46317691825062,61.36834298150067,93.40705485770084,75.20742683646063,81.34227336347445,278,722,0.278,"FIP:0.34,피안타:0.66"
김인철,1994,3.33,4.2,0.72,73.59851378448819,73.06291678804537,68.42303370624754,76.47048865739391,97.97800848798555,90.72811672187929,284,716,0.284,"FIP:0.34,피안타:0.66"
김인철,1995,2.82,4.77,0.54,75.25132464378953,92.88456889218921,92.54655632059942,74.67867403686219,87.43793410607454,83.13696145808854,315,685,0.315,"FIP:0.34,피안타:0.66"
김인철,1996,2.91,4.76,0.79,64.11068365185537,95.64915147256194,87.63478550179298,71.55565901242358,94.25285797895297,86.60194159262642,316,684,0.316,"FIP:0.34,피안타:0.66"
